product_id,slug,name,short_desc,long_desc,category,subcategory,tags_keywords,format,file_count,included_files,size_estimate,version,changelog,release_date,compatibility,dependencies,license_type,seats,redistribution_policy,price_usd,compare_at_price,cost_basis,discount_eligibility,bundle_id,bundle_role,upsell_targets,cross_sell_targets,status,last_updated,owner,support_level,support_docs_link,demo_link,sample_available,sample_link,primary_keyword,secondary_keywords,intent,lead_magnet,email_capture_required,landing_page_type,execution_mode,market_type,risk_level,disclosure_required
AA-AGT-MKT-SEOAUTOPLAN-PRO-025,agent-marketing-seo-autoplan,SEO Autoplan Agent,Agent for SEO planning and cluster execution,Agent package for topic planning internal links and outline generation,agent,task_agent,marketing;seo agent;planning,mixed,20,agent_config.yaml;tests.md;deploy.md;prompts/,7.4MB,1.0.0,/changelog/AA-AGT-MKT-SEOAUTOPLAN-PRO-025,2026-02-22,openai;anthropic;langchain,seo_api;cms_api,commercial,10,no_redistribution,399,599,80,all,AA-BND-MKT-VERTICAL-PRO-045,core,AA-BND-GEN-PROSUITE-ELT-049,AA-PRM-MKT-SEOCLUSTER-SUITE-005,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-marketing-seo-autoplan,https://agentassets.io/demo/agent-marketing-seo-autoplan,N,,seo agent pack,seo automation agent;topic cluster agent,BOFU,N,N,product,none,none,med,N
AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,agent-support-ticket-autopilot,Ticket Autopilot Agent,Agent for support triage and workflow automation,Agent package for ticket intake routing and escalation handling,agent,workflow_agent,support ops;ticket agent;automation,mixed,22,agent_config.yaml;tests.md;deploy.md;playbooks/,8.1MB,1.0.0,/changelog/AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,2026-02-22,openai;anthropic;langchain,helpdesk_api;notification_api,commercial,10,no_redistribution,499,699,92,all,AA-BND-SUP-VERTICAL-PRO-046,core,AA-BND-GEN-PROSUITE-ELT-049,AA-SKL-SUP-SLAAUTOMATION-PRO-018,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-support-ticket-autopilot,https://agentassets.io/demo/agent-support-ticket-autopilot,N,,support automation agent,ticket triage agent;helpdesk workflow agent,BOFU,N,N,product,none,none,med,N
AA-AGT-GEN-WORKFLOWORCH-PRO-027,agent-workflow-orchestrator,Workflow Orchestrator Agent,General workflow orchestration agent package,Packaged orchestrator for multi-step execution with retry and logging,agent,workflow_agent,generalist;workflow orchestrator;agent,mixed,23,agent_config.yaml;tests.md;deploy.md;runbooks/,8.9MB,1.0.0,/changelog/AA-AGT-GEN-WORKFLOWORCH-PRO-027,2026-02-22,openai;anthropic;cursor;langchain,scheduler;queue,commercial,10,no_redistribution,449,649,88,all,AA-BND-GEN-PROSUITE-ELT-049,core,AA-UTL-GEN-GUARDRAILSYAML-CORE-033,AA-SKL-GEN-ERRORRETRY-CORE-015,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-workflow-orchestrator,https://agentassets.io/demo/agent-workflow-orchestrator,N,,workflow orchestrator agent,multi step agent;orchestration package,BOFU,N,N,product,none,none,med,N
AA-AGT-TRD-SIGNALENGINE-PRO-028,agent-trading-signal-engine,Signal Engine Agent,Trading signal generation agent package,Agent package for ingestion scoring signal ranking and explanations,agent,vertical_agent,trading;signal engine;agent,mixed,26,agent_config.yaml;strategy_templates/;tests.md;deploy.md,9.6MB,1.0.0,/changelog/AA-AGT-TRD-SIGNALENGINE-PRO-028,2026-02-22,openai;anthropic;langchain,market_data_api;news_api,commercial,10,no_redistribution,699,999,140,all,AA-BND-TRD-SYSTEMS-PRO-048,core,AA-AGT-TRD-PAPERORCH-PRO-029,AA-SKL-TRD-STRATEGYIO-PRO-021,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-trading-signal-engine,https://agentassets.io/demo/agent-trading-signal-engine,N,,trading signal agent,signal generation agent;market intelligence agent,BOFU,N,N,product,research,hybrid,high,Y
AA-AGT-TRD-PAPERORCH-PRO-029,agent-trading-paper-orchestrator,Paper Trading Orchestrator Agent,Agent for paper trade simulation workflows,Agent package for simulated order flow evaluation and reporting,agent,vertical_agent,trading;paper trading;agent,mixed,27,agent_config.yaml;simulator_templates/;tests.md;deploy.md,10.2MB,1.0.0,/changelog/AA-AGT-TRD-PAPERORCH-PRO-029,2026-02-22,openai;anthropic;langchain,market_data_api;paper_trading_api,commercial,10,no_redistribution,799,1199,165,all,AA-BND-TRD-SYSTEMS-PRO-048,core,AA-AGT-TRD-LIVECOORD-PRO-030,AA-SKL-TRD-RISKCHECK-PRO-022,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-trading-paper-orchestrator,https://agentassets.io/demo/agent-trading-paper-orchestrator,N,,paper trading agent,simulation agent;paper trade orchestration,BOFU,N,N,product,paper,hybrid,high,Y
AA-AGT-TRD-LIVECOORD-PRO-030,agent-trading-live-coordinator,Live Execution Coordinator Agent,Agent coordinating live order execution safely,Agent package for live venue routing with policy checks and circuit breakers,agent,vertical_agent,trading;live execution;agent,mixed,30,agent_config.yaml;live_runbook.md;tests.md;deploy.md;guardrails/,11.4MB,1.0.0,/changelog/AA-AGT-TRD-LIVECOORD-PRO-030,2026-02-22,openai;anthropic;langchain,exchange_api;prediction_market_api;risk_engine,commercial,10,no_redistribution,999,1399,220,bundle_only,AA-BND-TRD-SYSTEMS-PRO-048;AA-BND-GEN-PROSUITE-ELT-049,core,AA-BND-GEN-ENTERPRISE-CST-050,AA-SKL-TRD-EXECADAPTER-PRO-023,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-trading-live-coordinator,https://agentassets.io/demo/agent-trading-live-coordinator,N,,live trading agent,live execution coordinator;order routing agent,BOFU,N,N,product,live,hybrid,high,Y
AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031,agent-trading-posttrade-analytics,Post Trade Analytics Agent,Agent for post-trade analysis and journaling,Agent package for pnl attribution review and behavior tracking,agent,vertical_agent,trading;post trade;agent,mixed,24,agent_config.yaml;analysis_templates/;tests.md;deploy.md,8.7MB,1.0.0,/changelog/AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031,2026-02-22,openai;anthropic;langchain,market_data_api;analytics_api,commercial,10,no_redistribution,699,999,140,all,AA-BND-TRD-SYSTEMS-PRO-048,add_on,AA-BND-GEN-PROSUITE-ELT-049,AA-PRM-TRD-RISKJOURNAL-PRO-012,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-trading-posttrade-analytics,https://agentassets.io/demo/agent-trading-posttrade-analytics,N,,post trade analytics agent,trading analytics agent;journal automation agent,BOFU,N,N,product,research,hybrid,med,N
AA-UTL-GEN-JSONSCHEMAPACK-CORE-032,utility-json-schema-pack,JSON Schema Pack,Reusable schema pack for agent outputs,Library of JSON schema templates and validation examples,utility,json_schema_pack,generalist;json schema;utility,json,20,schemas/;examples/;README.md,2.9MB,1.0.0,/changelog/AA-UTL-GEN-JSONSCHEMAPACK-CORE-032,2026-02-22,openai;anthropic;cursor;langchain,ajv,commercial,10,no_redistribution,79,119,11,all,AA-BND-GEN-BUILDERKIT-PRO-044,core,AA-SKL-GEN-IOVALIDATE-CORE-014,AA-UTL-GEN-GUARDRAILSYAML-CORE-033,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/utility-json-schema-pack,https://agentassets.io/demo/utility-json-schema-pack,Y,https://agentassets.io/sample/utility-json-schema-pack,json schema templates,agent json schema pack;validation schemas,MOFU,Y,Y,library,none,none,low,N
AA-UTL-GEN-GUARDRAILSYAML-CORE-033,utility-guardrails-yaml,Guardrails YAML Kit,Guardrail policies and safety templates,YAML policy templates for execution controls and fallback rules,utility,guardrails_yaml,generalist;guardrails;utility,yaml,18,guardrails/;policy_templates/;README.md,2.5MB,1.0.0,/changelog/AA-UTL-GEN-GUARDRAILSYAML-CORE-033,2026-02-22,openai;anthropic;langchain,none,commercial,10,no_redistribution,89,129,12,all,AA-BND-GEN-BUILDERKIT-PRO-044,core,AA-SKL-GEN-ERRORRETRY-CORE-015,AA-AGT-GEN-WORKFLOWORCH-PRO-027,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/utility-guardrails-yaml,https://agentassets.io/demo/utility-guardrails-yaml,Y,https://agentassets.io/sample/utility-guardrails-yaml,guardrails yaml templates,safety policy yaml;agent guardrails,MOFU,Y,Y,library,none,none,med,N
AA-UTL-GEN-MEMORYTEMPLATES-CORE-034,utility-memory-templates,Memory Template Library,Memory templates for context persistence,Templates for short term and long term agent memory structures,utility,memory_templates,generalist;memory templates;utility,md;json,15,memory_templates/;examples/;README.md,1.9MB,1.0.0,/changelog/AA-UTL-GEN-MEMORYTEMPLATES-CORE-034,2026-02-22,openai;anthropic;cursor,none,commercial,10,no_redistribution,69,99,9,all,AA-BND-GEN-STARTER-STD-043,add_on,AA-SKL-GEN-TOOLROUTER-CORE-013,AA-PRM-GEN-IDEATION-BASE-001,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/utility-memory-templates,https://agentassets.io/demo/utility-memory-templates,Y,https://agentassets.io/sample/utility-memory-templates,agent memory templates,context memory templates;memory schema library,TOFU,Y,Y,library,none,none,low,N
AA-UTL-MKT-OPENAPIWRAPPER-CORE-035,utility-marketing-openapi-wrapper,Marketing OpenAPI Wrapper Pack,OpenAPI wrapper templates for marketing APIs,Utilities for wrapping external marketing APIs with safe adapters,utility,openapi_wrapper,marketing;openapi wrapper;utility,yaml;json,14,openapi_wrappers/;adapter_templates/;README.md,2.2MB,1.0.0,/changelog/AA-UTL-MKT-OPENAPIWRAPPER-CORE-035,2026-02-22,openai;anthropic;langchain,openapi_tooling,commercial,10,no_redistribution,99,149,15,all,AA-BND-MKT-VERTICAL-PRO-045,add_on,AA-SKL-MKT-CONTENTPIPE-PRO-016,AA-AGT-MKT-CONTENTOPS-PRO-024,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/utility-marketing-openapi-wrapper,https://agentassets.io/demo/utility-marketing-openapi-wrapper,N,,openapi wrapper templates,marketing api wrappers;agent api adapters,MOFU,N,N,product,none,none,med,N
AA-UTL-SUP-POLICYTEMPLATES-CORE-036,utility-support-policy-templates,Support Policy Template Kit,Policy templates for support workflows,Templates for SLA escalation and compliance handling in support workflows,utility,guardrails_yaml,support ops;policy templates;utility,yaml;md,13,support_policies/;templates/;README.md,2.0MB,1.0.0,/changelog/AA-UTL-SUP-POLICYTEMPLATES-CORE-036,2026-02-22,openai;anthropic;cursor,none,commercial,10,no_redistribution,89,129,12,all,AA-BND-SUP-VERTICAL-PRO-046,add_on,AA-SKL-SUP-ESCALATIONFLOW-PRO-019,AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/utility-support-policy-templates,https://agentassets.io/demo/utility-support-policy-templates,N,,support policy templates,sla policy templates;support guardrails,MOFU,N,N,product,none,none,med,N
AA-UTL-TRD-MARKETSCHEMAS-PRO-037,utility-trading-market-schemas,Market Schema Pack,Prediction and trading market schema library,Schemas for contracts odds order books and event metadata,utility,json_schema_pack,trading;market schemas;utility,json,22,market_schemas/;examples/;README.md,3.3MB,1.0.0,/changelog/AA-UTL-TRD-MARKETSCHEMAS-PRO-037,2026-02-22,openai;anthropic;langchain,market_data_api,commercial,10,no_redistribution,129,189,21,all,AA-BND-TRD-PREDICTION-STD-047;AA-BND-TRD-SYSTEMS-PRO-048,core,AA-SKL-TRD-DATANORMALIZE-PRO-020,AA-SKL-TRD-STRATEGYIO-PRO-021,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/utility-trading-market-schemas,https://agentassets.io/demo/utility-trading-market-schemas,Y,https://agentassets.io/sample/utility-trading-market-schemas,market schema pack,prediction market schema;trading json schema,MOFU,Y,Y,library,research,hybrid,med,N
AA-UTL-TRD-RISKPOLICYKIT-PRO-038,utility-trading-risk-policy-kit,Trading Risk Policy Kit,Risk policy templates for paper and live execution,Guardrail templates for position sizing stop rules and kill switches,utility,guardrails_yaml,trading;risk policy;utility,yaml;json,19,risk_policies/;guardrails/;README.md,3.1MB,1.0.0,/changelog/AA-UTL-TRD-RISKPOLICYKIT-PRO-038,2026-02-22,openai;anthropic;langchain,risk_engine,commercial,10,no_redistribution,149,219,24,all,AA-BND-TRD-SYSTEMS-PRO-048;AA-BND-GEN-PROSUITE-ELT-049,core,AA-SKL-TRD-RISKCHECK-PRO-022,AA-AGT-TRD-LIVECOORD-PRO-030,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/utility-trading-risk-policy-kit,https://agentassets.io/demo/utility-trading-risk-policy-kit,N,,trading risk policy templates,live trading guardrails;risk yaml templates,BOFU,N,N,product,live,hybrid,high,Y
AA-DOC-GEN-AGENTCOOKBOOK-CORE-039,doc-agent-cookbook,Agent Cookbook,Implementation recipes for agent builders,Cookbook with tested patterns for prompts skills and agents,doc,cookbook,generalist;cookbook;docs,md,9,cookbook.md;recipes/;checklists/,1.3MB,1.0.0,/changelog/AA-DOC-GEN-AGENTCOOKBOOK-CORE-039,2026-02-22,openai;anthropic;cursor;langchain,none,commercial,10,no_redistribution,49,79,6,all,AA-BND-GEN-STARTER-STD-043,add_on,AA-BND-GEN-BUILDERKIT-PRO-044,AA-UTL-GEN-JSONSCHEMAPACK-CORE-032,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/doc-agent-cookbook,https://agentassets.io/demo/doc-agent-cookbook,Y,https://agentassets.io/sample/doc-agent-cookbook,agent cookbook,agent best practices;implementation guide,TOFU,Y,Y,post,none,none,low,N
AA-DOC-GEN-COMPATGUIDE-CORE-040,doc-compatibility-guide,Compatibility Guide,Cross platform compatibility reference guide,Guide for adapting assets across model providers and frameworks,doc,guide,generalist;compatibility;docs,md,8,compatibility_guide.md;matrix.csv,1.1MB,1.0.0,/changelog/AA-DOC-GEN-COMPATGUIDE-CORE-040,2026-02-22,openai;anthropic;cursor;langchain,none,commercial,10,no_redistribution,39,59,5,all,AA-BND-GEN-STARTER-STD-043,add_on,AA-DOC-GEN-AGENTCOOKBOOK-CORE-039,AA-SKL-GEN-IOVALIDATE-CORE-014,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/doc-compatibility-guide,https://agentassets.io/demo/doc-compatibility-guide,Y,https://agentassets.io/sample/doc-compatibility-guide,ai compatibility guide,model compatibility matrix;agent stack guide,TOFU,Y,Y,post,none,none,low,N
AA-DOC-MKT-PLAYBOOK-CORE-041,doc-marketing-playbook,Marketing Agent Playbook,Best practices for marketing automation assets,Guide with implementation patterns metrics and governance for marketing,doc,playbook,marketing;playbook;docs,md,10,marketing_playbook.md;templates/,1.6MB,1.0.0,/changelog/AA-DOC-MKT-PLAYBOOK-CORE-041,2026-02-22,openai;anthropic;cursor,none,commercial,10,no_redistribution,69,99,9,all,AA-BND-MKT-VERTICAL-PRO-045,core,AA-AGT-MKT-CONTENTOPS-PRO-024,AA-PRM-MKT-CAMPAIGN-SUITE-003,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/doc-marketing-playbook,https://agentassets.io/demo/doc-marketing-playbook,N,,marketing agent playbook,marketing automation guide;campaign ops playbook,MOFU,N,N,post,none,none,low,N
AA-DOC-SUP-PLAYBOOK-CORE-042,doc-support-playbook,Support Ops Agent Playbook,Best practices for support automation assets,Guide for support workflows service quality and escalation governance,doc,playbook,support ops;playbook;docs,md,10,support_playbook.md;templates/,1.6MB,1.0.0,/changelog/AA-DOC-SUP-PLAYBOOK-CORE-042,2026-02-22,openai;anthropic;cursor,none,commercial,10,no_redistribution,69,99,9,all,AA-BND-SUP-VERTICAL-PRO-046,core,AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,AA-PRM-SUP-TICKETTRIAGE-PACK-006,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/doc-support-playbook,https://agentassets.io/demo/doc-support-playbook,N,,support ops playbook,support automation guide;sla workflow playbook,MOFU,N,N,post,none,none,low,N
AA-BND-GEN-STARTER-STD-043,bundle-starter,Starter Bundle,Entry bundle for first-time builders,Bundle with foundational prompts utilities and docs,bundle,starter_bundle,generalist;starter bundle,mixed,0,manifest_only,0MB,1.0.0,/changelog/AA-BND-GEN-STARTER-STD-043,2026-02-22,openai;anthropic;cursor,none,commercial,5,no_redistribution,249,346,0,campaign,-,core,AA-BND-GEN-BUILDERKIT-PRO-044,AA-BND-MKT-VERTICAL-PRO-045,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/bundle-starter,https://agentassets.io/demo/bundle-starter,N,,agent starter bundle,prompt and utility starter bundle,BOFU,N,N,product,mixed,none,low,N
AA-BND-GEN-BUILDERKIT-PRO-044,bundle-agent-builder-kit,Agent Builder Kit,Core build kit for agent engineers,Bundle with core skills schemas guardrails and orchestration assets,bundle,builder_bundle,generalist;builder kit,mixed,0,manifest_only,0MB,1.0.0,/changelog/AA-BND-GEN-BUILDERKIT-PRO-044,2026-02-22,openai;anthropic;cursor;langchain,none,commercial,10,no_redistribution,999,1414,0,campaign,-,core,AA-BND-GEN-PROSUITE-ELT-049,AA-BND-TRD-SYSTEMS-PRO-048,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/bundle-agent-builder-kit,https://agentassets.io/demo/bundle-agent-builder-kit,N,,agent builder kit,skill and utility bundle;agent engineering pack,BOFU,N,N,product,mixed,none,med,N
AA-BND-MKT-VERTICAL-PRO-045,bundle-marketing-vertical,Marketing Vertical Pack,Marketing focused bundle for campaign systems,Bundle combining marketing prompts skills agents utilities and docs,bundle,vertical_bundle,marketing;vertical bundle,mixed,0,manifest_only,0MB,1.0.0,/changelog/AA-BND-MKT-VERTICAL-PRO-045,2026-02-22,openai;anthropic;cursor;langchain,cms_api,commercial,15,no_redistribution,1299,1842,0,campaign,-,core,AA-BND-GEN-PROSUITE-ELT-049,AA-BND-GEN-BUILDERKIT-PRO-044,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/bundle-marketing-vertical,https://agentassets.io/demo/bundle-marketing-vertical,N,,marketing ai bundle,campaign automation bundle;marketing agent suite,BOFU,N,N,product,mixed,none,med,N
AA-BND-SUP-VERTICAL-PRO-046,bundle-support-vertical,Support Ops Vertical Pack,Support focused bundle for service workflows,Bundle combining support prompts skills agents utilities and docs,bundle,vertical_bundle,support ops;vertical bundle,mixed,0,manifest_only,0MB,1.0.0,/changelog/AA-BND-SUP-VERTICAL-PRO-046,2026-02-22,openai;anthropic;cursor;langchain,helpdesk_api,commercial,15,no_redistribution,1299,1842,0,campaign,-,core,AA-BND-GEN-PROSUITE-ELT-049,AA-BND-GEN-BUILDERKIT-PRO-044,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/bundle-support-vertical,https://agentassets.io/demo/bundle-support-vertical,N,,support ops ai bundle,support automation bundle;helpdesk agent suite,BOFU,N,N,product,mixed,none,med,N
AA-BND-TRD-PREDICTION-STD-047,bundle-prediction-market-starter,Prediction Market Starter Pack,Starter bundle for prediction market workflows,Bundle with market thesis prompts data schemas and risk templates,bundle,trading_starter_bundle,trading;prediction market;bundle,mixed,0,manifest_only,0MB,1.0.0,/changelog/AA-BND-TRD-PREDICTION-STD-047,2026-02-22,openai;anthropic;langchain,market_data_api,commercial,10,no_redistribution,1499,2135,0,campaign,-,core,AA-BND-TRD-SYSTEMS-PRO-048,AA-BND-GEN-PROSUITE-ELT-049,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/bundle-prediction-market-starter,https://agentassets.io/demo/bundle-prediction-market-starter,N,,prediction market bundle,prediction trading starter pack;event market bundle,BOFU,N,N,product,mixed,prediction,high,Y
AA-BND-TRD-SYSTEMS-PRO-048,bundle-trading-systems-kit,Trading Systems Kit,Pro bundle for signal to execution workflows,Bundle with trading skills agents risk controls and live connector assets,bundle,trading_pro_bundle,trading;systems bundle;live execution,mixed,0,manifest_only,0MB,1.0.0,/changelog/AA-BND-TRD-SYSTEMS-PRO-048,2026-02-22,openai;anthropic;langchain,market_data_api;exchange_api;prediction_market_api,commercial,20,no_redistribution,2499,3553,0,campaign,-,core,AA-BND-GEN-PROSUITE-ELT-049,AA-BND-GEN-ENTERPRISE-CST-050,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/bundle-trading-systems-kit,https://agentassets.io/demo/bundle-trading-systems-kit,N,,trading systems bundle,live trading agent bundle;execution automation kit,BOFU,N,N,product,mixed,hybrid,high,Y
AA-BND-GEN-PROSUITE-ELT-049,bundle-pro-suite,Pro Suite,Comprehensive bundle across all core lines,Bundle combining generalist vertical and trading systems assets,bundle,pro_suite,generalist;pro suite;all in one,mixed,0,manifest_only,0MB,1.0.0,/changelog/AA-BND-GEN-PROSUITE-ELT-049,2026-02-22,openai;anthropic;cursor;langchain,cms_api;helpdesk_api;market_data_api;exchange_api,commercial,30,no_redistribution,2999,4899,0,campaign,-,core,AA-BND-GEN-ENTERPRISE-CST-050,AA-BND-TRD-SYSTEMS-PRO-048,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/bundle-pro-suite,https://agentassets.io/demo/bundle-pro-suite,N,,ai pro suite bundle,agent asset pro suite;full stack agent bundle,BOFU,N,N,product,mixed,hybrid,high,Y
AA-BND-GEN-ENTERPRISE-CST-050,bundle-enterprise-kit,Enterprise Kit,Custom enterprise package with support and licensing,Configurable package with procurement support and integration services,bundle,enterprise_kit,enterprise;custom bundle;migration,mixed,0,manifest_only,0MB,1.0.0,/changelog/AA-BND-GEN-ENTERPRISE-CST-050,2026-02-22,openai;anthropic;cursor;langchain,custom_integration,seat_based,custom,custom_contract,5000,9000,0,none,-,core,-,AA-BND-GEN-PROSUITE-ELT-049,draft,2026-02-22T12:00:00Z,sales-team,priority,https://agentassets.io/docs/bundle-enterprise-kit,https://agentassets.io/demo/bundle-enterprise-kit,N,,enterprise ai bundle,custom agent licensing;enterprise agent package,BOFU,N,N,product,mixed,hybrid,high,Y
