product_id,slug,name,category,subcategory,short_desc,cover_image_url,price_usd,compare_at_price,discount_percent,savings_usd,price_label,compare_at_label,savings_label,intent,tags,compatibility,sample_available,sample_link,execution_mode,market_type,risk_level,risk_badge,disclosure_required,disclosure_text_short,disclosure_version,disclosure_ack_text,disclosure_ack_required,lead_magnet,email_capture_required,status,product_page_url,checkout_url,success_page_url,download_page_url,stripe_lookup_key,checkout_api_endpoint,download_api_endpoint,disclosure_api_endpoint,cta_label,cta_secondary_label
AA-SKL-TRD-EXECADAPTER-PRO-023,skill-trading-execution-adapter,Execution Adapter Skill,skill,tool_call_spec,Connector skill for paper and live execution,https://placehold.co/1200x800/16324F/EAF5FF.png?text=Execution%20Adapter%20Skill%20LIVE,199,299,33,100,Now $199,Was $299,Save $100 (33% off),BOFU,trading | execution adapter | skill,openai | anthropic | langchain,N,,live,hybrid,high,LIVE / HIGH RISK,Y,"This product supports live execution workflows. It is for tooling and education only, not investment advice. User is responsible for all execution decisions.",DISC-1.0.0,"I acknowledge the disclosure and understand this is tooling/education, not investment advice.",Y,N,N,draft,https://app.agentassets.io/products/skill-trading-execution-adapter,https://buy.stripe.com/28EaEX9z5eRafNDdlsaMU0m,https://app.agentassets.io/success?product_id=AA-SKL-TRD-EXECADAPTER-PRO-023,https://app.agentassets.io/success?product_id=AA-SKL-TRD-EXECADAPTER-PRO-023#downloads,AA-SKL-TRD-EXECADAPTER-PRO-023,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-AGT-MKT-CONTENTOPS-PRO-024,agent-marketing-content-ops,Content Ops Agent,agent,workflow_agent,Packaged marketing operations agent,https://placehold.co/1200x800/7A2E1F/FFF6F2.png?text=Content%20Ops%20Agent,499,699,29,200,Now $499,Was $699,Save $200 (29% off),BOFU,marketing | agent | content ops,openai | anthropic | langchain,N,,none,none,med,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-marketing-content-ops,https://buy.stripe.com/eVq28raD9dN6dFv5T0aMU0n,https://app.agentassets.io/success?product_id=AA-AGT-MKT-CONTENTOPS-PRO-024,https://app.agentassets.io/success?product_id=AA-AGT-MKT-CONTENTOPS-PRO-024#downloads,AA-AGT-MKT-CONTENTOPS-PRO-024,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-AGT-MKT-SEOAUTOPLAN-PRO-025,agent-marketing-seo-autoplan,SEO Autoplan Agent,agent,task_agent,Agent for SEO planning and cluster execution,https://placehold.co/1200x800/7A2E1F/FFF6F2.png?text=SEO%20Autoplan%20Agent,399,599,33,200,Now $399,Was $599,Save $200 (33% off),BOFU,marketing | seo agent | planning,openai | anthropic | langchain,N,,none,none,med,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-marketing-seo-autoplan,https://buy.stripe.com/8x24gz4eL10k1WNa9gaMU0o,https://app.agentassets.io/success?product_id=AA-AGT-MKT-SEOAUTOPLAN-PRO-025,https://app.agentassets.io/success?product_id=AA-AGT-MKT-SEOAUTOPLAN-PRO-025#downloads,AA-AGT-MKT-SEOAUTOPLAN-PRO-025,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,agent-support-ticket-autopilot,Ticket Autopilot Agent,agent,workflow_agent,Agent for support triage and workflow automation,https://placehold.co/1200x800/7A2E1F/FFF6F2.png?text=Ticket%20Autopilot%20Agent,499,699,29,200,Now $499,Was $699,Save $200 (29% off),BOFU,support ops | ticket agent | automation,openai | anthropic | langchain,N,,none,none,med,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-support-ticket-autopilot,https://buy.stripe.com/cNi5kD9z5bEYbxnepwaMU0p,https://app.agentassets.io/success?product_id=AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,https://app.agentassets.io/success?product_id=AA-AGT-SUP-TICKETAUTOPILOT-PRO-026#downloads,AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-AGT-GEN-WORKFLOWORCH-PRO-027,agent-workflow-orchestrator,Workflow Orchestrator Agent,agent,workflow_agent,General workflow orchestration agent package,https://placehold.co/1200x800/7A2E1F/FFF6F2.png?text=Workflow%20Orchestrator%20Agent,449,649,31,200,Now $449,Was $649,Save $200 (31% off),BOFU,generalist | workflow orchestrator | agent,openai | anthropic | cursor | langchain,N,,none,none,med,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-workflow-orchestrator,https://buy.stripe.com/6oU00j26D38s1WN1CKaMU0q,https://app.agentassets.io/success?product_id=AA-AGT-GEN-WORKFLOWORCH-PRO-027,https://app.agentassets.io/success?product_id=AA-AGT-GEN-WORKFLOWORCH-PRO-027#downloads,AA-AGT-GEN-WORKFLOWORCH-PRO-027,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-AGT-TRD-SIGNALENGINE-PRO-028,agent-trading-signal-engine,Signal Engine Agent,agent,vertical_agent,Trading signal generation agent package,https://placehold.co/1200x800/16324F/EAF5FF.png?text=Signal%20Engine%20Agent%20RESEARCH,699,999,30,300,Now $699,Was $999,Save $300 (30% off),BOFU,trading | signal engine | agent,openai | anthropic | langchain,N,,research,hybrid,high,RESEARCH / HIGH RISK,Y,Research outputs are informational and require independent judgment.,DISC-1.0.0-RESEARCH,"I acknowledge the disclosure and understand this is tooling/education, not investment advice.",Y,N,N,draft,https://app.agentassets.io/products/agent-trading-signal-engine,https://buy.stripe.com/aFaaEXh1x7oI0SJ3KSaMU0r,https://app.agentassets.io/success?product_id=AA-AGT-TRD-SIGNALENGINE-PRO-028,https://app.agentassets.io/success?product_id=AA-AGT-TRD-SIGNALENGINE-PRO-028#downloads,AA-AGT-TRD-SIGNALENGINE-PRO-028,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-AGT-TRD-PAPERORCH-PRO-029,agent-trading-paper-orchestrator,Paper Trading Orchestrator Agent,agent,vertical_agent,Agent for paper trade simulation workflows,https://placehold.co/1200x800/16324F/EAF5FF.png?text=Paper%20Trading%20Orchestrator%20Agent%20PAPER,799,1199,33,400,Now $799,"Was $1,199",Save $400 (33% off),BOFU,trading | paper trading | agent,openai | anthropic | langchain,N,,paper,hybrid,high,PAPER / HIGH RISK,Y,Paper-trading outputs are hypothetical and do not guarantee future results.,DISC-1.0.0-PAPER,"I acknowledge the disclosure and understand this is tooling/education, not investment advice.",Y,N,N,draft,https://app.agentassets.io/products/agent-trading-paper-orchestrator,https://buy.stripe.com/8x2aEX7qX38sdFv5T0aMU0s,https://app.agentassets.io/success?product_id=AA-AGT-TRD-PAPERORCH-PRO-029,https://app.agentassets.io/success?product_id=AA-AGT-TRD-PAPERORCH-PRO-029#downloads,AA-AGT-TRD-PAPERORCH-PRO-029,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-AGT-TRD-LIVECOORD-PRO-030,agent-trading-live-coordinator,Live Execution Coordinator Agent,agent,vertical_agent,Agent coordinating live order execution safely,https://placehold.co/1200x800/16324F/EAF5FF.png?text=Live%20Execution%20Coordinator%20Agent%20LIVE,999,1399,29,400,Now $999,"Was $1,399",Save $400 (29% off),BOFU,trading | live execution | agent,openai | anthropic | langchain,N,,live,hybrid,high,LIVE / HIGH RISK,Y,"This product supports live execution workflows. It is for tooling and education only, not investment advice. User is responsible for all execution decisions.",DISC-1.0.0,"I acknowledge the disclosure and understand this is tooling/education, not investment advice.",Y,N,N,draft,https://app.agentassets.io/products/agent-trading-live-coordinator,https://buy.stripe.com/00w6oH8v18sM30RchoaMU0t,https://app.agentassets.io/success?product_id=AA-AGT-TRD-LIVECOORD-PRO-030,https://app.agentassets.io/success?product_id=AA-AGT-TRD-LIVECOORD-PRO-030#downloads,AA-AGT-TRD-LIVECOORD-PRO-030,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031,agent-trading-posttrade-analytics,Post Trade Analytics Agent,agent,vertical_agent,Agent for post-trade analysis and journaling,https://placehold.co/1200x800/16324F/EAF5FF.png?text=Post%20Trade%20Analytics%20Agent%20RESEARCH,699,999,30,300,Now $699,Was $999,Save $300 (30% off),BOFU,trading | post trade | agent,openai | anthropic | langchain,N,,research,hybrid,med,RESEARCH / MED RISK,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-trading-posttrade-analytics,https://buy.stripe.com/4gMbJ14eL8sMdFva9gaMU0u,https://app.agentassets.io/success?product_id=AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031,https://app.agentassets.io/success?product_id=AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031#downloads,AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-UTL-GEN-JSONSCHEMAPACK-CORE-032,utility-json-schema-pack,JSON Schema Pack,utility,json_schema_pack,Reusable schema pack for agent outputs,https://placehold.co/1200x800/1B3A4B/EFF8FF.png?text=JSON%20Schema%20Pack,79,119,34,40,Now $79,Was $119,Save $40 (34% off),MOFU,generalist | json schema | utility,openai | anthropic | cursor | langchain,Y,https://agentassets.io/sample/utility-json-schema-pack,none,none,low,General,N,,,,N,Y,Y,draft,https://app.agentassets.io/products/utility-json-schema-pack,https://buy.stripe.com/fZu5kD3aH9wQatjftAaMU0v,https://app.agentassets.io/success?product_id=AA-UTL-GEN-JSONSCHEMAPACK-CORE-032,https://app.agentassets.io/success?product_id=AA-UTL-GEN-JSONSCHEMAPACK-CORE-032#downloads,AA-UTL-GEN-JSONSCHEMAPACK-CORE-032,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-UTL-GEN-GUARDRAILSYAML-CORE-033,utility-guardrails-yaml,Guardrails YAML Kit,utility,guardrails_yaml,Guardrail policies and safety templates,https://placehold.co/1200x800/1B3A4B/EFF8FF.png?text=Guardrails%20YAML%20Kit,89,129,31,40,Now $89,Was $129,Save $40 (31% off),MOFU,generalist | guardrails | utility,openai | anthropic | langchain,Y,https://agentassets.io/sample/utility-guardrails-yaml,none,none,med,General,N,,,,N,Y,Y,draft,https://app.agentassets.io/products/utility-guardrails-yaml,https://buy.stripe.com/4gM28raD9bEY30R1CKaMU0w,https://app.agentassets.io/success?product_id=AA-UTL-GEN-GUARDRAILSYAML-CORE-033,https://app.agentassets.io/success?product_id=AA-UTL-GEN-GUARDRAILSYAML-CORE-033#downloads,AA-UTL-GEN-GUARDRAILSYAML-CORE-033,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-UTL-GEN-MEMORYTEMPLATES-CORE-034,utility-memory-templates,Memory Template Library,utility,memory_templates,Memory templates for context persistence,https://placehold.co/1200x800/1B3A4B/EFF8FF.png?text=Memory%20Template%20Library,69,99,30,30,Now $69,Was $99,Save $30 (30% off),TOFU,generalist | memory templates | utility,openai | anthropic | cursor,Y,https://agentassets.io/sample/utility-memory-templates,none,none,low,General,N,,,,N,Y,Y,draft,https://app.agentassets.io/products/utility-memory-templates,https://buy.stripe.com/28EbJ1h1x4cwdFvbdkaMU0x,https://app.agentassets.io/success?product_id=AA-UTL-GEN-MEMORYTEMPLATES-CORE-034,https://app.agentassets.io/success?product_id=AA-UTL-GEN-MEMORYTEMPLATES-CORE-034#downloads,AA-UTL-GEN-MEMORYTEMPLATES-CORE-034,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-UTL-MKT-OPENAPIWRAPPER-CORE-035,utility-marketing-openapi-wrapper,Marketing OpenAPI Wrapper Pack,utility,openapi_wrapper,OpenAPI wrapper templates for marketing APIs,https://placehold.co/1200x800/1B3A4B/EFF8FF.png?text=Marketing%20OpenAPI%20Wrapper%20Pack,99,149,34,50,Now $99,Was $149,Save $50 (34% off),MOFU,marketing | openapi wrapper | utility,openai | anthropic | langchain,N,,none,none,med,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/utility-marketing-openapi-wrapper,https://buy.stripe.com/bJe7sLh1xfVebxna9gaMU0y,https://app.agentassets.io/success?product_id=AA-UTL-MKT-OPENAPIWRAPPER-CORE-035,https://app.agentassets.io/success?product_id=AA-UTL-MKT-OPENAPIWRAPPER-CORE-035#downloads,AA-UTL-MKT-OPENAPIWRAPPER-CORE-035,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-UTL-SUP-POLICYTEMPLATES-CORE-036,utility-support-policy-templates,Support Policy Template Kit,utility,guardrails_yaml,Policy templates for support workflows,https://placehold.co/1200x800/1B3A4B/EFF8FF.png?text=Support%20Policy%20Template%20Kit,89,129,31,40,Now $89,Was $129,Save $40 (31% off),MOFU,support ops | policy templates | utility,openai | anthropic | cursor,N,,none,none,med,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/utility-support-policy-templates,https://buy.stripe.com/cNi28r12zeRa8lb3KSaMU0z,https://app.agentassets.io/success?product_id=AA-UTL-SUP-POLICYTEMPLATES-CORE-036,https://app.agentassets.io/success?product_id=AA-UTL-SUP-POLICYTEMPLATES-CORE-036#downloads,AA-UTL-SUP-POLICYTEMPLATES-CORE-036,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-UTL-TRD-MARKETSCHEMAS-PRO-037,utility-trading-market-schemas,Market Schema Pack,utility,json_schema_pack,Prediction and trading market schema library,https://placehold.co/1200x800/16324F/EAF5FF.png?text=Market%20Schema%20Pack%20RESEARCH,129,189,32,60,Now $129,Was $189,Save $60 (32% off),MOFU,trading | market schemas | utility,openai | anthropic | langchain,Y,https://agentassets.io/sample/utility-trading-market-schemas,research,hybrid,med,RESEARCH / MED RISK,N,,,,N,Y,Y,draft,https://app.agentassets.io/products/utility-trading-market-schemas,https://buy.stripe.com/bJefZhaD94cw6d36X4aMU0A,https://app.agentassets.io/success?product_id=AA-UTL-TRD-MARKETSCHEMAS-PRO-037,https://app.agentassets.io/success?product_id=AA-UTL-TRD-MARKETSCHEMAS-PRO-037#downloads,AA-UTL-TRD-MARKETSCHEMAS-PRO-037,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-UTL-TRD-RISKPOLICYKIT-PRO-038,utility-trading-risk-policy-kit,Trading Risk Policy Kit,utility,guardrails_yaml,Risk policy templates for paper and live execution,https://placehold.co/1200x800/16324F/EAF5FF.png?text=Trading%20Risk%20Policy%20Kit%20LIVE,149,219,32,70,Now $149,Was $219,Save $70 (32% off),BOFU,trading | risk policy | utility,openai | anthropic | langchain,N,,live,hybrid,high,LIVE / HIGH RISK,Y,"This product supports live execution workflows. It is for tooling and education only, not investment advice. User is responsible for all execution decisions.",DISC-1.0.0,"I acknowledge the disclosure and understand this is tooling/education, not investment advice.",Y,N,N,draft,https://app.agentassets.io/products/utility-trading-risk-policy-kit,https://buy.stripe.com/9B65kD8v18sM44VftAaMU0B,https://app.agentassets.io/success?product_id=AA-UTL-TRD-RISKPOLICYKIT-PRO-038,https://app.agentassets.io/success?product_id=AA-UTL-TRD-RISKPOLICYKIT-PRO-038#downloads,AA-UTL-TRD-RISKPOLICYKIT-PRO-038,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-DOC-GEN-AGENTCOOKBOOK-CORE-039,doc-agent-cookbook,Agent Cookbook,doc,cookbook,Implementation recipes for agent builders,https://placehold.co/1200x800/5A4A1F/FFFBEA.png?text=Agent%20Cookbook,49,79,38,30,Now $49,Was $79,Save $30 (38% off),TOFU,generalist | cookbook | docs,openai | anthropic | cursor | langchain,Y,https://agentassets.io/sample/doc-agent-cookbook,none,none,low,General,N,,,,N,Y,Y,draft,https://app.agentassets.io/products/doc-agent-cookbook,https://buy.stripe.com/6oU3cvdPl6kE9pf2GOaMU0C,https://app.agentassets.io/success?product_id=AA-DOC-GEN-AGENTCOOKBOOK-CORE-039,https://app.agentassets.io/success?product_id=AA-DOC-GEN-AGENTCOOKBOOK-CORE-039#downloads,AA-DOC-GEN-AGENTCOOKBOOK-CORE-039,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-DOC-GEN-COMPATGUIDE-CORE-040,doc-compatibility-guide,Compatibility Guide,doc,guide,Cross platform compatibility reference guide,https://placehold.co/1200x800/5A4A1F/FFFBEA.png?text=Compatibility%20Guide,39,59,34,20,Now $39,Was $59,Save $20 (34% off),TOFU,generalist | compatibility | docs,openai | anthropic | cursor | langchain,Y,https://agentassets.io/sample/doc-compatibility-guide,none,none,low,General,N,,,,N,Y,Y,draft,https://app.agentassets.io/products/doc-compatibility-guide,https://buy.stripe.com/5kQ5kD4eL38seJz3KSaMU0D,https://app.agentassets.io/success?product_id=AA-DOC-GEN-COMPATGUIDE-CORE-040,https://app.agentassets.io/success?product_id=AA-DOC-GEN-COMPATGUIDE-CORE-040#downloads,AA-DOC-GEN-COMPATGUIDE-CORE-040,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-DOC-MKT-PLAYBOOK-CORE-041,doc-marketing-playbook,Marketing Agent Playbook,doc,playbook,Best practices for marketing automation assets,https://placehold.co/1200x800/5A4A1F/FFFBEA.png?text=Marketing%20Agent%20Playbook,69,99,30,30,Now $69,Was $99,Save $30 (30% off),MOFU,marketing | playbook | docs,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/doc-marketing-playbook,https://buy.stripe.com/bJebJ14eLcJ2dFv0yGaMU0E,https://app.agentassets.io/success?product_id=AA-DOC-MKT-PLAYBOOK-CORE-041,https://app.agentassets.io/success?product_id=AA-DOC-MKT-PLAYBOOK-CORE-041#downloads,AA-DOC-MKT-PLAYBOOK-CORE-041,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-DOC-SUP-PLAYBOOK-CORE-042,doc-support-playbook,Support Ops Agent Playbook,doc,playbook,Best practices for support automation assets,https://placehold.co/1200x800/5A4A1F/FFFBEA.png?text=Support%20Ops%20Agent%20Playbook,69,99,30,30,Now $69,Was $99,Save $30 (30% off),MOFU,support ops | playbook | docs,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/doc-support-playbook,https://buy.stripe.com/9B69AT7qXbEYcBrdlsaMU0F,https://app.agentassets.io/success?product_id=AA-DOC-SUP-PLAYBOOK-CORE-042,https://app.agentassets.io/success?product_id=AA-DOC-SUP-PLAYBOOK-CORE-042#downloads,AA-DOC-SUP-PLAYBOOK-CORE-042,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,View Details
AA-PRM-SLS-OUTREACH-BASE-043,prompt-sales-outreach-base,Sales Outreach Prompt Pack,prompt,prompt_pack,Cold outreach and follow-up prompt templates for SDRs and AEs,https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Sales%20Outreach%20Prompt%20Pack,19,29,34,10,Now $19,Was $29,Save $10 (34% off),TOFU,sales | outreach | cold email | crm,openai | anthropic,Y,https://agentassets.io/sample/prompt-sales-outreach-base,none,none,low,General,N,,,,N,Y,N,draft,https://app.agentassets.io/products/prompt-sales-outreach-base,,https://app.agentassets.io/success?product_id=AA-PRM-SLS-OUTREACH-BASE-043,https://app.agentassets.io/success?product_id=AA-PRM-SLS-OUTREACH-BASE-043#downloads,AA-PRM-SLS-OUTREACH-BASE-043,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
