product_id,slug,name,category,subcategory,short_desc,cover_image_url,price_usd,compare_at_price,discount_percent,savings_usd,price_label,compare_at_label,savings_label,intent,tags,compatibility,sample_available,sample_link,execution_mode,market_type,risk_level,risk_badge,disclosure_required,disclosure_text_short,disclosure_version,disclosure_ack_text,disclosure_ack_required,lead_magnet,email_capture_required,status,product_page_url,checkout_url,success_page_url,download_page_url,stripe_lookup_key,checkout_api_endpoint,download_api_endpoint,disclosure_api_endpoint,cta_label,cta_secondary_label
AA-PRM-SLS-PIPELINE-SUITE-044,prompt-sales-pipeline-suite,Pipeline Management Prompt Suite,prompt,prompt_suite,"Prompt chain for deal qualification, scoring, and next-step generation",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Pipeline%20Management%20Prompt%20Suite,29,39,26,10,Now $29,Was $39,Save $10 (26% off),MOFU,sales | pipeline | deal scoring | qualification,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/prompt-sales-pipeline-suite,,https://app.agentassets.io/success?product_id=AA-PRM-SLS-PIPELINE-SUITE-044,https://app.agentassets.io/success?product_id=AA-PRM-SLS-PIPELINE-SUITE-044#downloads,AA-PRM-SLS-PIPELINE-SUITE-044,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-SKL-SLS-LEADSCORE-PRO-045,skill-lead-scoring-pro,Lead Scoring Skill,skill,tool_call_spec,Structured skill for AI-driven lead qualification and ICP fit scoring,https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Lead%20Scoring%20Skill,99,129,23,30,Now $99,Was $129,Save $30 (23% off),MOFU,sales | lead scoring | crm | qualification,openai | anthropic | langchain,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/skill-lead-scoring-pro,,https://app.agentassets.io/success?product_id=AA-SKL-SLS-LEADSCORE-PRO-045,https://app.agentassets.io/success?product_id=AA-SKL-SLS-LEADSCORE-PRO-045#downloads,AA-SKL-SLS-LEADSCORE-PRO-045,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-SKL-SLS-DEALBRIEF-PRO-046,skill-deal-brief-pro,Deal Brief Generator Skill,skill,workflow_skill,Auto-generate deal briefs and account summaries from CRM data,https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Deal%20Brief%20Generator%20Skill,89,119,25,30,Now $89,Was $119,Save $30 (25% off),MOFU,sales | deal brief | account summary | crm,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/skill-deal-brief-pro,,https://app.agentassets.io/success?product_id=AA-SKL-SLS-DEALBRIEF-PRO-046,https://app.agentassets.io/success?product_id=AA-SKL-SLS-DEALBRIEF-PRO-046#downloads,AA-SKL-SLS-DEALBRIEF-PRO-046,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-AGT-SLS-OUTBOUNDOPS-PRO-047,agent-outbound-ops-pro,Outbound Sales Ops Agent,agent,workflow_agent,"End-to-end outbound agent: prospect research, personalized outreach, follow-up scheduling",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Outbound%20Sales%20Ops%20Agent,499,699,29,200,Now $499,Was $699,Save $200 (29% off),BOFU,sales | outbound | prospecting | sequence automation,openai | anthropic | langchain,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-outbound-ops-pro,,https://app.agentassets.io/success?product_id=AA-AGT-SLS-OUTBOUNDOPS-PRO-047,https://app.agentassets.io/success?product_id=AA-AGT-SLS-OUTBOUNDOPS-PRO-047#downloads,AA-AGT-SLS-OUTBOUNDOPS-PRO-047,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-AGT-SLS-CRMUPDATE-PRO-048,agent-crm-update-pro,CRM Auto-Update Agent,agent,task_agent,Agent that extracts call notes and updates CRM fields automatically,https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=CRM%20Auto-Update%20Agent,399,549,27,150,Now $399,Was $549,Save $150 (27% off),BOFU,sales | crm | note taking | automation,openai | anthropic,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-crm-update-pro,,https://app.agentassets.io/success?product_id=AA-AGT-SLS-CRMUPDATE-PRO-048,https://app.agentassets.io/success?product_id=AA-AGT-SLS-CRMUPDATE-PRO-048#downloads,AA-AGT-SLS-CRMUPDATE-PRO-048,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-UTL-SLS-CRMSCHEMA-CORE-049,utility-crm-schema-core,CRM Data Schema Pack,utility,json_schema_pack,"JSON schemas for contacts, deals, activities, and pipeline stage transitions",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=CRM%20Data%20Schema%20Pack,79,99,20,20,Now $79,Was $99,Save $20 (20% off),MOFU,sales | crm | json schema | data model,openai | anthropic | langchain,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/utility-crm-schema-core,,https://app.agentassets.io/success?product_id=AA-UTL-SLS-CRMSCHEMA-CORE-049,https://app.agentassets.io/success?product_id=AA-UTL-SLS-CRMSCHEMA-CORE-049#downloads,AA-UTL-SLS-CRMSCHEMA-CORE-049,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-DOC-SLS-PLAYBOOK-CORE-050,doc-sales-playbook,Sales AI Playbook,doc,playbook,Comprehensive guide for integrating AI into SDR and AE workflows,https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Sales%20AI%20Playbook,39,59,34,20,Now $39,Was $59,Save $20 (34% off),TOFU,sales | playbook | enablement | ai workflow,openai | anthropic,Y,https://agentassets.io/sample/doc-sales-playbook,none,none,low,General,N,,,,N,Y,N,draft,https://app.agentassets.io/products/doc-sales-playbook,,https://app.agentassets.io/success?product_id=AA-DOC-SLS-PLAYBOOK-CORE-050,https://app.agentassets.io/success?product_id=AA-DOC-SLS-PLAYBOOK-CORE-050#downloads,AA-DOC-SLS-PLAYBOOK-CORE-050,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-PRM-SLS-CLOSINGMOVES-BASE-051,prompt-closing-moves-base,Closing & Negotiation Prompt Pack,prompt,prompt_pack,"Prompt templates for objection handling, negotiation framing, and closing sequences",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Closing%20&%20Negotiation%20Prompt%20Pack,24,34,29,10,Now $24,Was $34,Save $10 (29% off),MOFU,sales | closing | negotiation | objection handling,openai | anthropic,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/prompt-closing-moves-base,,https://app.agentassets.io/success?product_id=AA-PRM-SLS-CLOSINGMOVES-BASE-051,https://app.agentassets.io/success?product_id=AA-PRM-SLS-CLOSINGMOVES-BASE-051#downloads,AA-PRM-SLS-CLOSINGMOVES-BASE-051,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-SKL-SLS-COMPETITOR-PRO-052,skill-competitive-intel-pro,Competitive Intelligence Skill,skill,workflow_skill,Skill for summarizing competitor positioning from web data and call notes,https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Competitive%20Intelligence%20Skill,89,119,25,30,Now $89,Was $119,Save $30 (25% off),MOFU,sales | competitive intel | battle cards | positioning,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/skill-competitive-intel-pro,,https://app.agentassets.io/success?product_id=AA-SKL-SLS-COMPETITOR-PRO-052,https://app.agentassets.io/success?product_id=AA-SKL-SLS-COMPETITOR-PRO-052#downloads,AA-SKL-SLS-COMPETITOR-PRO-052,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-PRM-ENG-CODEREV-BASE-053,prompt-code-review-base,Code Review Prompt Pack,prompt,prompt_pack,"Prompt templates for structured code review, PR feedback, and style checks",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Code%20Review%20Prompt%20Pack,19,29,34,10,Now $19,Was $29,Save $10 (34% off),TOFU,engineering | code review | pull request | quality,openai | anthropic | cursor,Y,https://agentassets.io/sample/prompt-code-review-base,none,none,low,General,N,,,,N,Y,N,draft,https://app.agentassets.io/products/prompt-code-review-base,,https://app.agentassets.io/success?product_id=AA-PRM-ENG-CODEREV-BASE-053,https://app.agentassets.io/success?product_id=AA-PRM-ENG-CODEREV-BASE-053#downloads,AA-PRM-ENG-CODEREV-BASE-053,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-PRM-ENG-DEBUGCHAIN-SUITE-054,prompt-debug-chain-suite,Debug & Root Cause Prompt Suite,prompt,prompt_suite,"Chained prompts for systematic debugging, error tracing, and fix generation",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Debug%20&%20Root%20Cause%20Prompt%20Suite,29,39,26,10,Now $29,Was $39,Save $10 (26% off),MOFU,engineering | debugging | root cause | error handling,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/prompt-debug-chain-suite,,https://app.agentassets.io/success?product_id=AA-PRM-ENG-DEBUGCHAIN-SUITE-054,https://app.agentassets.io/success?product_id=AA-PRM-ENG-DEBUGCHAIN-SUITE-054#downloads,AA-PRM-ENG-DEBUGCHAIN-SUITE-054,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-SKL-ENG-PRSUMMARY-PRO-055,skill-pr-summary-pro,PR Summary Skill,skill,tool_call_spec,"Auto-summarize pull requests with diff analysis, risk flags, and reviewer guidance",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=PR%20Summary%20Skill,99,129,23,30,Now $99,Was $129,Save $30 (23% off),MOFU,engineering | pr | pull request | code review,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/skill-pr-summary-pro,,https://app.agentassets.io/success?product_id=AA-SKL-ENG-PRSUMMARY-PRO-055,https://app.agentassets.io/success?product_id=AA-SKL-ENG-PRSUMMARY-PRO-055#downloads,AA-SKL-ENG-PRSUMMARY-PRO-055,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-SKL-ENG-INCIDENT-PRO-056,skill-incident-response-pro,Incident Response Skill,skill,workflow_skill,"Structured skill for triage, impact assessment, and runbook generation during incidents",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Incident%20Response%20Skill,119,149,20,30,Now $119,Was $149,Save $30 (20% off),MOFU,engineering | incident | sre | runbook | on-call,openai | anthropic | langchain,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/skill-incident-response-pro,,https://app.agentassets.io/success?product_id=AA-SKL-ENG-INCIDENT-PRO-056,https://app.agentassets.io/success?product_id=AA-SKL-ENG-INCIDENT-PRO-056#downloads,AA-SKL-ENG-INCIDENT-PRO-056,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-AGT-ENG-RELEASEOPS-PRO-057,agent-release-ops-pro,Release Ops Agent,agent,workflow_agent,"Agent that drafts changelogs, release notes, and deployment checklists from git history",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Release%20Ops%20Agent,399,549,27,150,Now $399,Was $549,Save $150 (27% off),BOFU,engineering | release | deployment | changelog | devops,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-release-ops-pro,,https://app.agentassets.io/success?product_id=AA-AGT-ENG-RELEASEOPS-PRO-057,https://app.agentassets.io/success?product_id=AA-AGT-ENG-RELEASEOPS-PRO-057#downloads,AA-AGT-ENG-RELEASEOPS-PRO-057,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-AGT-ENG-ONBOARDING-PRO-058,agent-dev-onboarding-pro,Developer Onboarding Agent,agent,task_agent,"Guides new engineers through codebase setup, architecture overview, and first tasks",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Developer%20Onboarding%20Agent,449,599,25,150,Now $449,Was $599,Save $150 (25% off),BOFU,engineering | onboarding | developer experience | docs,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-dev-onboarding-pro,,https://app.agentassets.io/success?product_id=AA-AGT-ENG-ONBOARDING-PRO-058,https://app.agentassets.io/success?product_id=AA-AGT-ENG-ONBOARDING-PRO-058#downloads,AA-AGT-ENG-ONBOARDING-PRO-058,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-UTL-ENG-CICDSCHEMA-CORE-059,utility-cicd-schema-core,CI/CD Pipeline Schema Pack,utility,json_schema_pack,"JSON schemas for pipeline stages, build configs, and deployment manifests",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=CI/CD%20Pipeline%20Schema%20Pack,79,99,20,20,Now $79,Was $99,Save $20 (20% off),MOFU,engineering | cicd | pipeline | devops | schema,openai | anthropic | langchain,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/utility-cicd-schema-core,,https://app.agentassets.io/success?product_id=AA-UTL-ENG-CICDSCHEMA-CORE-059,https://app.agentassets.io/success?product_id=AA-UTL-ENG-CICDSCHEMA-CORE-059#downloads,AA-UTL-ENG-CICDSCHEMA-CORE-059,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-UTL-ENG-APIDOC-CORE-060,utility-api-doc-templates,API Documentation Templates,utility,memory_templates,"Markdown templates for REST, GraphQL, and gRPC API documentation",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=API%20Documentation%20Templates,69,89,22,20,Now $69,Was $89,Save $20 (22% off),MOFU,engineering | api | documentation | openapi | swagger,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/utility-api-doc-templates,,https://app.agentassets.io/success?product_id=AA-UTL-ENG-APIDOC-CORE-060,https://app.agentassets.io/success?product_id=AA-UTL-ENG-APIDOC-CORE-060#downloads,AA-UTL-ENG-APIDOC-CORE-060,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-DOC-ENG-COOKBOOK-CORE-061,doc-engineering-ai-cookbook,Engineering AI Cookbook,doc,cookbook,Practical recipes for integrating LLMs into engineering workflows and CI pipelines,https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Engineering%20AI%20Cookbook,49,69,29,20,Now $49,Was $69,Save $20 (29% off),TOFU,engineering | cookbook | llm | integration | workflow,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/doc-engineering-ai-cookbook,,https://app.agentassets.io/success?product_id=AA-DOC-ENG-COOKBOOK-CORE-061,https://app.agentassets.io/success?product_id=AA-DOC-ENG-COOKBOOK-CORE-061#downloads,AA-DOC-ENG-COOKBOOK-CORE-061,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-PRM-ENG-ARCHITECTURE-SUITE-062,prompt-architecture-suite,Architecture Review Prompt Suite,prompt,prompt_suite,"Prompt chain for system design reviews, ADR generation, and trade-off analysis",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Architecture%20Review%20Prompt%20Suite,29,39,26,10,Now $29,Was $39,Save $10 (26% off),MOFU,engineering | architecture | adr | system design | review,openai | anthropic,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/prompt-architecture-suite,,https://app.agentassets.io/success?product_id=AA-PRM-ENG-ARCHITECTURE-SUITE-062,https://app.agentassets.io/success?product_id=AA-PRM-ENG-ARCHITECTURE-SUITE-062#downloads,AA-PRM-ENG-ARCHITECTURE-SUITE-062,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-PRM-FIN-EXPENSE-BASE-063,prompt-expense-report-base,Expense Report Prompt Pack,prompt,prompt_pack,"Prompt templates for categorizing expenses, drafting reports, and flagging anomalies",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Expense%20Report%20Prompt%20Pack,19,29,34,10,Now $19,Was $29,Save $10 (34% off),TOFU,finance | expense | accounting | categorization,openai | anthropic,Y,https://agentassets.io/sample/prompt-expense-report-base,none,none,low,General,N,,,,N,Y,N,draft,https://app.agentassets.io/products/prompt-expense-report-base,,https://app.agentassets.io/success?product_id=AA-PRM-FIN-EXPENSE-BASE-063,https://app.agentassets.io/success?product_id=AA-PRM-FIN-EXPENSE-BASE-063#downloads,AA-PRM-FIN-EXPENSE-BASE-063,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,Preview Sample
AA-PRM-FIN-FORECAST-SUITE-064,prompt-financial-forecast-suite,Financial Forecast Prompt Suite,prompt,prompt_suite,"Chained prompts for revenue projection, scenario modeling, and variance commentary",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Financial%20Forecast%20Prompt%20Suite,34,44,23,10,Now $34,Was $44,Save $10 (23% off),MOFU,finance | forecasting | fp&a | revenue | modeling,openai | anthropic | cursor,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/prompt-financial-forecast-suite,,https://app.agentassets.io/success?product_id=AA-PRM-FIN-FORECAST-SUITE-064,https://app.agentassets.io/success?product_id=AA-PRM-FIN-FORECAST-SUITE-064#downloads,AA-PRM-FIN-FORECAST-SUITE-064,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-SKL-FIN-RECONCILE-PRO-065,skill-reconciliation-pro,Account Reconciliation Skill,skill,workflow_skill,"Skill for matching transactions, identifying discrepancies, and generating reconciliation reports",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Account%20Reconciliation%20Skill,99,129,23,30,Now $99,Was $129,Save $30 (23% off),MOFU,finance | reconciliation | accounting | transactions,openai | anthropic | langchain,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/skill-reconciliation-pro,,https://app.agentassets.io/success?product_id=AA-SKL-FIN-RECONCILE-PRO-065,https://app.agentassets.io/success?product_id=AA-SKL-FIN-RECONCILE-PRO-065#downloads,AA-SKL-FIN-RECONCILE-PRO-065,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-SKL-FIN-INVOICEPRO-066,skill-invoice-processing-pro,Invoice Processing Skill,skill,tool_call_spec,"Extract, validate, and route invoice data with structured output and approval logic",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=Invoice%20Processing%20Skill,89,119,25,30,Now $89,Was $119,Save $30 (25% off),MOFU,finance | invoice | accounts payable | automation,openai | anthropic,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/skill-invoice-processing-pro,,https://app.agentassets.io/success?product_id=AA-SKL-FIN-INVOICEPRO-066,https://app.agentassets.io/success?product_id=AA-SKL-FIN-INVOICEPRO-066#downloads,AA-SKL-FIN-INVOICEPRO-066,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
AA-AGT-FIN-FPAAOPS-PRO-067,agent-fpa-ops-pro,FP&A Automation Agent,agent,workflow_agent,"End-to-end agent for financial planning: data ingestion, model updates, and commentary drafts",https://placehold.co/1200x800/1F4D3A/F0FFF7.png?text=FP&A%20Automation%20Agent,599,799,25,200,Now $599,Was $799,Save $200 (25% off),BOFU,finance | fp&a | financial planning | automation | modeling,openai | anthropic | langchain,N,,none,none,low,General,N,,,,N,N,N,draft,https://app.agentassets.io/products/agent-fpa-ops-pro,,https://app.agentassets.io/success?product_id=AA-AGT-FIN-FPAAOPS-PRO-067,https://app.agentassets.io/success?product_id=AA-AGT-FIN-FPAAOPS-PRO-067#downloads,AA-AGT-FIN-FPAAOPS-PRO-067,https://api.agentassets.io/checkout/session,https://api.agentassets.io/downloads/signed-url,https://api.agentassets.io/disclosures/acknowledge,Buy Now,
